"Warehouse_ID,Location,Current_Stock,Demand_Forecast,Lead_Time_Days,Shipping_Time_Days,Stockout_Risk,Operational_Cost,Supplier_ID,Product_Category,Monthly_Sales,Order_Processing_Time,Return_Rate,Customer_Rating,Warehouse_Capacity,Storage_Cost,Transportation_Cost,Backorder_Quantity,Damaged_Goods,Employee_Count,Inventory_Turnover,Stock_Utilization,Delivery_Efficiency,Total_Cost,Estimated_Profit,Demand_Gap,Risk_Score"
"WH369,San Francisco,2314,1514,6,5,9,81364,S549,Groceries,5331,3.592180375409264,9.016686095198386,1.062427089758854,31325,12245,10053,70,11,10,2.3038029386343992,0.0738707102952913,8.592180375409264,103662,-98331,-800,29.016686095198388"
"WH179,Denver,3850,3733,2,4,21,83283,S426,Furniture,9416,4.392024121655131,8.726997258989712,3.825005348963418,25907,7284,12751,199,3,16,2.4457142857142857,0.14860848419346123,8.39202412165513,103318,-93902,-117,32.72699725898971"
"WH220,Dallas,1542,3354,7,1,23,36696,S271,Electronics,7295,4.272494208086773,7.826373236218778,4.310665840736364,48600,2541,713,264,16,48,4.730869001297017,0.03172839506172839,5.272494208086773,39950,-32655,1812,46.82637323621878"
"WH268,Chicago,2383,697,5,5,14,84872,S636,Groceries,4982,2.5720078069726195,4.239142046638407,2.9446442275021387,39082,19243,10301,202,49,26,2.0906420478388585,0.060974361598689936,7.5720078069726195,114416,-109434,-1686,67.2391420466384"
"WH196,Houston,4003,1225,2,3,12,75092,S336,Furniture,7111,1.302660490899678,3.859126551471246,1.469343866587811,14012,4592,3788,137,5,84,1.7764176867349488,0.28568369968598345,4.302660490899678,83472,-76361,-2778,20.859126551471245"
"WH376,San Francisco,3337,3349,5,5,10,88630,S566,Electronics,2070,0.8004787547521083,4.480422802331949,3.5877754784297347,28749,10282,3061,207,38,61,0.6203176505843572,0.11607360256008904,5.800478754752108,101973,-99903,12,52.48042280233195"
"WH199,Miami,3549,3228,10,3,13,74353,S158,Electronics,9527,1.7905954565362066,9.707976612626997,2.139907856204592,49867,1083,8062,188,4,56,2.6844181459566077,0.07116931036557242,4.790595456536207,83498,-73971,-321,26.707976612626997"
"WH092,Dallas,936,431,5,6,9,73884,S970,Automotive,7584,2.2190855205002795,2.152120281980923,4.870324471233605,32410,16534,12558,61,19,68,8.102564102564102,0.028879975316260412,8.219085520500279,102976,-95392,-505,30.152120281980924"
"WH404,Atlanta,1785,565,2,4,7,56955,S185,Apparel,8992,1.1843095340584908,3.3007619706390727,3.01514959885601,21520,9662,12565,159,29,41,5.037535014005602,0.08294609665427509,5.184309534058491,79182,-70190,-1220,39.30076197063907"
"WH206,Dallas,4646,3459,10,4,14,88732,S585,Groceries,2984,4.231301558061503,2.8572873730434525,3.813049979608013,44144,14983,1982,110,22,64,0.6422729229444684,0.10524646611090975,8.231301558061503,105697,-102713,-1187,38.85728737304345"
"WH021,Houston,1888,3795,8,4,17,82892,S560,Electronics,3884,3.058123020196569,1.3109219039045117,4.622931173566437,30335,12391,10615,127,34,99,2.0572033898305087,0.06223833855282677,7.058123020196569,105898,-102014,1907,52.310921903904514"
"WH253,Miami,2962,552,5,3,17,99018,S491,Furniture,1392,2.974522506657157,9.38394043904657,4.136936831796843,10606,3671,13568,255,4,7,0.4699527346387576,0.27927588157646616,5.9745225066571575,116257,-114865,-2410,30.38394043904657"
"WH484,Los Angeles,3743,410,5,1,23,81031,S376,Groceries,1897,0.6414395830320867,0.6489573120106318,1.788342617411549,48044,14036,11150,278,9,22,0.5068127170718675,0.07790775122804096,1.6414395830320867,106217,-104320,-3333,32.64895731201063"
"WH392,Houston,2742,4889,9,3,22,67455,S545,Furniture,5933,1.1393086290943637,3.6921854761483752,3.1475901681058525,41692,2294,5421,129,32,11,2.163749088256747,0.06576801304806677,4.139308629094364,75170,-69237,2147,57.692185476148374"
"WH326,Miami,3837,3017,7,6,16,54060,S276,Apparel,3145,0.6512476252277024,9.628371283236444,3.100092505654771,49681,7521,4161,287,5,13,0.8196507688298149,0.07723274491254202,6.651247625227702,65742,-62597,-820,30.628371283236444"
"WH335,Houston,1423,3261,2,3,16,94094,S555,Electronics,8668,3.030536236273915,1.6633502865539338,3.8396133880730727,49197,7966,7011,103,31,96,6.0913562895291635,0.028924527918369008,6.030536236273916,109071,-100403,1838,48.663350286553936"
"WH415,Chicago,4568,1768,7,6,12,97211,S388,Groceries,3154,2.2793792119689944,9.733098225039894,4.2742435372990215,47783,11813,546,247,12,46,0.6904553415061296,0.09559885314860934,8.279379211968994,109570,-106416,-2800,33.733098225039896"
"WH009,New York,4577,1024,8,4,13,67329,S104,Electronics,8412,4.408621821455748,9.61958336112876,3.1332236455678664,42346,16029,6976,229,10,25,1.8378850775617217,0.108085769612242,8.408621821455748,90334,-81922,-3553,32.61958336112876"
"WH397,Denver,4372,643,7,1,19,42195,S204,Automotive,8278,0.718415832716746,8.157148445402388,4.163828462305091,35116,18146,7702,35,40,40,1.893412625800549,0.12450165166875499,1.718415832716746,68043,-59765,-3729,67.15714844540238"
"WH122,San Francisco,1332,1339,7,7,9,46106,S596,Groceries,3223,1.9334868111275203,9.51614841685385,2.5529092595720466,15012,19964,11533,190,35,39,2.41966966966967,0.08872901678657075,8.933486811127521,77603,-74380,7,53.51614841685385"
"WH157,Atlanta,2390,409,3,4,10,81644,S452,Apparel,9800,1.613687357610135,8.526445727444779,4.101969873834205,15979,9882,8995,33,45,29,4.100418410041841,0.14957131234745605,5.613687357610135,100521,-90721,-1981,63.52644572744478"
"WH269,Los Angeles,1403,4806,7,7,20,86006,S571,Apparel,6079,4.240567245749428,5.927271060017021,3.840806460419825,38733,16907,4024,274,14,31,4.332858161083393,0.03622234270518679,11.240567245749428,106937,-100858,3403,39.92727106001702"
"WH366,Dallas,1217,564,2,4,15,64548,S783,Furniture,6930,1.2923014457024704,4.62530604167913,2.0263570666603763,33642,13415,14962,40,1,85,5.694330320460148,0.036175019321086736,5.292301445702471,92925,-85995,-653,20.62530604167913"
"WH459,New York,1295,2782,2,1,23,60363,S286,Electronics,2694,3.2658912630718566,2.930826553951479,1.8008252145091657,24041,5744,2583,8,19,55,2.0803088803088805,0.053866311717482636,4.265891263071857,68690,-65996,1487,44.930826553951476"
"WH302,Los Angeles,2867,2066,9,2,12,88536,S872,Furniture,1220,1.339351015510263,6.523684812306979,3.74721074916523,29903,7233,4194,0,15,69,0.425531914893617,0.09587666789285355,3.339351015510263,99963,-98743,-801,33.52368481230698"
"WH112,Chicago,3120,4695,8,5,21,56043,S669,Furniture,8079,2.695718699122733,3.6408409199561977,3.497191590102298,38594,2330,1930,91,47,26,2.589423076923077,0.08084158159299373,7.695718699122732,60303,-52224,1575,71.64084091995619"
"WH428,Atlanta,3337,4873,4,3,23,33193,S810,Automotive,1712,4.409161311263766,8.464944948563986,4.898802640026029,17790,17299,2291,64,4,14,0.5130356607731495,0.18757729061270376,7.409161311263766,52783,-51071,1536,35.46494494856398"
"WH361,Dallas,4062,1475,8,3,9,39957,S498,Groceries,4224,3.1831758641995984,6.228950011162652,2.773447385033695,14738,9524,13636,66,42,54,1.0398818316100442,0.2756140588953725,6.183175864199598,63117,-58893,-2587,57.22895001116265"
"WH140,Los Angeles,1449,1639,8,4,20,60432,S278,Groceries,7003,0.9921953643913656,8.938582936413296,3.158641904655892,41388,13400,1148,115,27,25,4.832988267770877,0.03501014786894752,4.992195364391366,74980,-67977,190,55.9385829364133"
"WH005,San Francisco,2474,1871,9,4,23,44010,S498,Furniture,4844,1.7227181774408522,3.0435661743802185,3.832921047818327,33661,4235,3155,180,15,76,1.957962813257882,0.07349751938445084,5.722718177440852,51400,-46556,-603,41.04356617438022"
"WH487,Miami,3885,2529,9,6,19,58271,S695,Apparel,3921,1.094687117170832,9.132850739548806,4.176466027057744,30250,12697,6016,204,37,44,1.0092664092664092,0.1284297520661157,7.094687117170832,76984,-73063,-1356,65.13285073954881"
"WH136,Houston,2227,3193,8,7,22,71473,S899,Electronics,5510,1.4280201902153071,2.1863081853338526,1.464525751780562,19817,8826,11062,194,29,7,2.4741805118994162,0.11237826108896402,8.428020190215307,91361,-85851,966,53.18630818533386"
"WH286,Miami,1443,568,5,7,21,51904,S778,Electronics,5045,4.89985869596623,8.76144958191833,3.6390350502847215,29712,14945,8595,76,18,18,3.496188496188496,0.04856623586429725,11.89985869596623,75444,-70399,-875,47.76144958191833"
"WH456,Miami,4451,4005,9,3,10,71826,S686,Groceries,9427,0.5150143296379995,1.8423728497205547,3.681752251022964,19710,9717,12407,88,9,35,2.1179510222421927,0.22582445459157788,3.5150143296379994,93950,-84523,-446,20.842372849720554"
"WH192,Los Angeles,2980,5034,5,1,5,72538,S293,Furniture,7397,4.921471157162285,6.862127079971069,3.9584411323980864,11351,16209,912,173,1,5,2.482214765100671,0.26253193551228965,5.921471157162285,89659,-82262,2054,12.862127079971069"
"WH162,Denver,567,3280,7,3,18,36588,S134,Electronics,2840,0.9323914797278348,9.002075986242618,3.2384180430693785,49954,15435,5859,3,8,91,5.008818342151676,0.011350442407014454,3.9323914797278348,57882,-55042,2713,35.002075986242616"
"WH341,New York,4529,3336,6,5,16,79668,S260,Groceries,1919,4.468831432312917,1.0617120915306713,2.9577528048835724,40101,5397,12018,49,25,62,0.42371384411569885,0.11293982693698411,9.468831432312918,97083,-95164,-1193,42.06171209153067"
"WH490,Los Angeles,2983,4731,7,4,17,38811,S384,Automotive,2513,4.335195862570184,6.684995210837575,3.800416259710771,35268,3996,6269,189,35,42,0.8424404961448206,0.08458092321651356,8.335195862570185,49076,-46563,1748,58.68499521083757"
"WH485,San Francisco,2389,2700,5,3,11,40118,S679,Furniture,8949,1.0732346235889303,6.515364498870118,1.2802300693022914,42688,12734,4978,41,25,96,3.7459187944746755,0.05596420539730135,4.07323462358893,57830,-48881,311,42.51536449887011"
"WH307,Denver,4814,3915,4,7,22,88519,S930,Automotive,4537,4.74042147356746,7.02274290970391,3.122479416814796,49802,1114,7525,1,4,36,0.9424594931449938,0.09666278462712341,11.74042147356746,97158,-92621,-899,33.02274290970391"
"WH174,Miami,1935,3684,2,2,7,37318,S161,Groceries,6819,4.03304739538779,4.204409860724034,3.125580475180189,19330,3636,5063,97,33,42,3.524031007751938,0.10010346611484738,6.03304739538779,46017,-39198,1749,44.204409860724034"
"WH099,Los Angeles,1478,3535,7,1,6,75822,S573,Electronics,8811,2.579711123408553,3.342924356819605,2.6841570934344245,33202,8946,11951,16,49,6,5.961434370771313,0.04451539063911813,3.579711123408553,96719,-87908,2057,58.34292435681961"
"WH298,New York,4418,3948,10,7,6,74065,S355,Automotive,6836,4.428036194327062,8.336853233465032,3.9519508911197696,43351,11037,7760,112,7,83,1.5473064735174287,0.10191229729418007,11.428036194327062,92862,-86026,-470,21.336853233465032"
"WH265,Los Angeles,703,3797,8,5,19,43957,S712,Automotive,2756,4.557828119468245,9.756787507403113,4.991848592194668,12946,14139,7731,161,38,12,3.9203413940256047,0.0543024872547505,9.557828119468244,65827,-63071,3094,66.75678750740312"
"WH016,Atlanta,1279,3723,3,2,10,50740,S464,Electronics,8315,0.5517782391828784,7.173624411681981,1.9995045678789956,15987,5509,5968,266,8,82,6.5011727912431585,0.08000250203290173,2.5517782391828785,62217,-53902,2444,25.17362441168198"
"WH154,Denver,668,3671,2,3,13,93117,S588,Apparel,7308,4.108975560147669,2.0703355255361084,3.1437257123407965,21884,16105,13500,135,7,24,10.940119760479043,0.030524584171083897,7.108975560147669,122722,-115414,3003,22.07033552553611"
"WH306,Miami,3066,3460,6,5,22,78996,S598,Electronics,3230,0.97006531042348,3.311748199582973,3.0910809200392277,49848,8552,12597,117,37,98,1.0534898891063276,0.06150698122291767,5.97006531042348,100145,-96915,394,62.31174819958297"
"WH062,Chicago,1701,2243,10,5,25,31210,S450,Furniture,1481,4.768843952502176,1.3788136390417498,4.822211600903072,29687,12883,9577,30,21,42,0.8706643151087595,0.05729780712096204,9.768843952502177,53670,-52189,542,47.37881363904175"
"WH016,Atlanta,4789,834,10,4,22,80268,S699,Furniture,2642,2.447829059429385,5.474248613427676,2.3196092791361806,34766,17788,10987,129,20,27,0.5516809354771351,0.13774952539837773,6.447829059429385,109043,-106401,-3955,47.474248613427676"
"WH155,Houston,1524,2820,4,3,23,63126,S335,Automotive,9598,1.9651171945069297,4.38051880749805,4.735659804478059,30211,3215,7518,135,12,37,6.297900262467191,0.05044520207871305,4.96511719450693,73859,-64261,1296,39.38051880749805"
"WH092,New York,3321,3652,2,3,13,35784,S732,Groceries,5103,4.477332416282261,2.1764645136961898,1.1381962998363102,40555,2353,10115,246,41,66,1.5365853658536586,0.08188879299716434,7.477332416282261,48252,-43149,331,56.17646451369619"
"WH071,San Francisco,4475,1326,9,5,22,30531,S476,Groceries,7782,2.0431498753827317,7.200827417456162,4.635351573041575,12303,9088,6130,241,32,61,1.7389944134078212,0.3637324229862635,7.043149875382731,45749,-37967,-3149,61.20082741745616"
"WH495,Seattle,3126,520,5,5,20,59269,S917,Electronics,1557,1.658260791675004,3.086744736852345,4.662813325656334,21943,2075,1571,48,30,12,0.4980806142034549,0.14246001002597639,6.658260791675004,62915,-61358,-2606,53.086744736852346"
"WH455,Chicago,1129,2613,9,5,19,46628,S596,Groceries,5385,2.9072919739739103,6.016837386795516,4.345494711192886,27025,2517,11960,192,40,41,4.769707705934455,0.04177613320999075,7.90729197397391,61105,-55720,1484,65.01683738679552"
"WH143,Seattle,3330,3718,6,1,8,30780,S217,Apparel,4788,4.650512731114936,8.712734323507698,2.429280203767348,24801,15966,14405,135,29,33,1.4378378378378378,0.1342687794846982,5.650512731114936,61151,-56363,388,45.712734323507696"
"WH352,Los Angeles,1002,5141,10,7,10,70630,S761,Apparel,2300,3.4169198021955745,4.647341242025611,1.7749834249233114,22089,5249,3224,270,23,8,2.2954091816367264,0.0453619448594323,10.416919802195574,79103,-76803,4139,37.64734124202561"
"WH407,New York,2469,4680,2,4,10,69104,S878,Apparel,1013,1.087899763567768,3.241580554600921,4.480384062067176,14179,4889,4214,4,29,6,0.41028756581611986,0.17413075675294448,5.087899763567768,78207,-77194,2211,42.24158055460092"
"WH375,New York,2332,2569,7,3,15,81666,S341,Apparel,8226,2.315601177303529,2.0233576566241176,4.12356527936608,45665,7809,1742,4,39,32,3.5274442538593482,0.05106755721011716,5.315601177303529,91217,-82991,237,56.023357656624114"
"WH467,Denver,537,3634,2,2,10,39505,S122,Electronics,4624,3.623702192060189,5.861226197856312,3.484430541555644,33050,6424,6198,97,42,19,8.610800744878958,0.016248108925869895,5.623702192060189,52127,-47503,3097,57.86122619785631"
"WH473,Miami,3522,717,10,2,5,35991,S384,Electronics,8818,3.9700401450092255,3.829251193805367,1.4820860950556232,47108,2831,5140,173,9,73,2.5036910846110163,0.07476437123206249,5.970040145009225,43962,-35144,-2805,17.82925119380537"
"WH215,Seattle,3895,4812,3,2,14,63807,S552,Apparel,4196,0.6195094012050075,4.367563067424154,3.780710453353529,18812,5326,5936,205,34,53,1.0772785622593068,0.2070486923240485,2.6195094012050077,75069,-70873,917,52.36756306742416"
"WH022,Dallas,785,3253,5,7,10,48656,S464,Electronics,6067,3.0426787103310997,2.060185937566297,1.0629043985834232,12450,2415,6527,135,16,76,7.728662420382165,0.06305220883534136,10.0426787103311,57598,-51531,2468,28.060185937566295"
"WH134,Seattle,582,979,4,7,13,78161,S828,Furniture,1756,3.2172569177105705,3.635471460942641,1.9516447664812293,33854,15544,11418,300,47,16,3.0171821305841924,0.017191469250310155,10.217256917710571,105123,-103367,397,63.63547146094264"
"WH438,Chicago,608,5117,6,5,21,37319,S185,Furniture,7939,4.3680713289495285,8.973498263101218,1.9362130148065209,26143,12294,9850,64,4,36,13.057565789473685,0.02325670351528134,9.36807132894953,59463,-51524,4509,33.97349826310122"
"WH061,San Francisco,4667,1194,6,6,23,33599,S809,Apparel,4822,1.892186972119572,2.9822372820043523,2.7176389707837774,30124,12415,13679,41,11,77,1.0332119134347546,0.15492630460762183,7.892186972119572,59693,-54871,-3473,36.98223728200435"
"WH218,Dallas,1856,4009,7,6,15,72564,S626,Electronics,6460,4.11582369181487,9.140685299667108,2.251087954624712,23518,3828,8048,206,7,70,3.480603448275862,0.07891827536355132,10.115823691814871,84440,-77980,2153,31.14068529966711"
"WH090,Dallas,4959,1521,2,5,13,46931,S279,Apparel,7214,4.843627663625632,2.603456530374517,4.783974743209994,38363,1270,2087,189,41,41,1.4547287759628957,0.12926517738445897,9.843627663625632,50288,-43074,-3438,56.603456530374515"
"WH072,San Francisco,848,4086,2,1,10,87409,S654,Furniture,5154,3.090093373310558,8.46437914862742,4.799813230278059,45161,1335,5088,161,7,66,6.077830188679245,0.018777263568122936,4.090093373310558,93832,-88678,3238,25.464379148627422"
"WH093,Miami,1650,717,4,5,25,85842,S411,Automotive,1304,1.1906486437380377,4.341636366043159,4.695957923681192,45743,13382,7065,184,27,57,0.7903030303030303,0.036071092844806855,6.1906486437380375,106289,-104985,-933,56.34163636604316"
"WH086,Chicago,895,3524,7,2,24,51690,S605,Groceries,2495,1.460569846604182,4.375871675292584,4.700998194407476,21951,6527,5896,64,43,17,2.787709497206704,0.04077262994852171,3.460569846604182,64113,-61618,2629,71.37587167529259"
"WH057,Los Angeles,4390,486,8,2,6,72677,S862,Apparel,2700,3.7424212437962434,9.761130561703329,1.2243711340241332,42370,3080,14988,80,0,56,0.6150341685649203,0.10361104555109747,5.742421243796244,90745,-88045,-3904,15.761130561703329"
"WH087,Houston,1254,5127,2,4,5,96514,S240,Apparel,5073,4.686429202367436,6.303297317944929,3.238542676133766,12956,16289,544,218,34,86,4.045454545454546,0.0967891324482865,8.686429202367435,113347,-108274,3873,45.303297317944924"
"WH486,Seattle,1097,4224,8,3,15,43503,S577,Electronics,2499,1.5120546822655108,4.238004917002321,4.108061923363723,38300,10261,11559,296,7,25,2.2780309936189607,0.028642297650130547,4.512054682265511,65323,-62824,3127,26.23800491700232"
"WH330,Houston,4556,3161,3,3,5,51674,S612,Automotive,5683,0.5789697414383912,9.352032489334496,2.015312515293903,48929,3405,14853,112,6,12,1.2473661106233538,0.09311451286558074,3.5789697414383914,69932,-64249,-1395,20.352032489334498"
"WH343,New York,1620,3290,10,7,25,69993,S981,Apparel,2072,1.309214914599382,0.6475678200447512,2.110521389288295,39214,8105,10630,29,23,10,1.2790123456790123,0.041311776406385475,8.309214914599382,88728,-86656,1670,48.647567820044756"
"WH480,Atlanta,2264,2633,3,3,15,97185,S534,Apparel,8627,2.4795920831418825,5.766895804682164,2.6638952180789683,16832,16744,7311,190,38,90,3.810512367491166,0.13450570342205323,5.479592083141883,121240,-112613,369,58.766895804682164"
"WH466,Atlanta,4416,2857,8,7,6,45999,S310,Groceries,5491,3.545752325068607,3.666495476813265,2.8741854161154863,21769,16669,2443,87,10,11,1.2434329710144927,0.2028572741053792,10.545752325068607,65111,-59620,-1559,19.666495476813267"
"WH349,Miami,1894,1961,5,2,6,96163,S533,Automotive,8297,3.9684454740861983,8.442895538807871,2.5893544601977214,45430,18999,14529,76,30,35,4.380675818373812,0.04169051287695356,5.968445474086199,129691,-121394,67,44.442895538807875"
"WH168,Atlanta,1294,2072,3,5,25,85680,S717,Furniture,9674,2.0075127876357137,5.766948966364248,3.037074295955508,22010,14540,12286,105,13,5,7.476043276661515,0.058791458427987275,7.007512787635713,112506,-102832,778,43.76694896636425"
"WH449,Seattle,2484,2155,3,7,11,92559,S837,Apparel,2049,4.440275801350015,7.634356345622499,4.566869375463301,24642,3168,11699,300,1,98,0.8248792270531401,0.10080350620891161,11.440275801350015,107426,-105377,-329,19.6343563456225"
"WH211,Dallas,589,5164,6,3,24,64458,S981,Automotive,7324,1.9953298236293704,2.413013146358015,3.6766742432836,48033,6373,6467,277,2,88,12.434634974533108,0.012262402931318053,4.995329823629371,77298,-69974,4575,28.413013146358015"
"WH049,San Francisco,2807,4166,3,6,16,56895,S141,Apparel,6136,1.7862279254050557,1.4452091263903597,1.3945165996851436,46738,10655,6239,68,8,67,2.185963662272889,0.06005819675638666,7.786227925405056,73789,-67653,1359,25.44520912639036"
"WH102,Los Angeles,2194,2077,10,1,17,55474,S337,Apparel,5565,2.2677256463049966,3.172775246105989,1.413834814808173,22467,13135,14564,62,25,17,2.5364630811303557,0.09765433747273779,3.2677256463049966,83173,-77608,-117,45.172775246105985"
"WH091,Atlanta,2669,5200,10,3,5,82513,S860,Electronics,6850,2.0111259620637467,4.772863750725092,3.537690872459531,23036,13529,12864,146,33,77,2.5665043087298614,0.11586212884181281,5.011125962063747,108906,-102056,2531,42.772863750725094"
"WH239,San Francisco,1404,3278,4,3,16,72802,S679,Apparel,3125,4.222071916503779,1.260143677186893,2.197666032903029,35073,5339,9222,241,25,69,2.2257834757834756,0.04003079291762895,7.222071916503779,87363,-84238,1874,42.26014367718689"
"WH060,Chicago,3911,1299,7,5,17,37255,S713,Automotive,9317,3.364371644703908,3.772187106759153,4.613700045934266,18379,5090,5452,224,37,82,2.3822551777039123,0.21279721421187225,8.364371644703908,47797,-38480,-2612,57.77218710675915"
"WH491,Houston,566,4274,3,7,22,41020,S248,Groceries,9864,2.276965730746429,3.072119392038203,4.577625185933068,28078,14358,9193,198,11,58,17.42756183745583,0.020158130921005768,9.27696573074643,64571,-54707,3708,36.0721193920382"
"WH199,Atlanta,2677,3594,9,5,9,93093,S319,Electronics,7549,0.8673231125879557,8.895301460945184,2.8133227921891293,47231,8493,3125,201,9,16,2.8199477026522226,0.056678876161842855,5.867323112587956,104711,-97162,917,26.895301460945184"
"WH092,Miami,1330,1433,9,7,15,57086,S138,Furniture,2447,4.364866507776807,0.9251953826511096,2.669654185377416,41005,7917,13814,255,13,95,1.8398496240601503,0.032435068894037314,11.364866507776807,78817,-76370,103,28.92519538265111"
"WH401,Seattle,3759,1018,3,3,17,60495,S810,Apparel,6247,4.65542398089618,9.67690660136815,1.7528227091073534,41287,4925,11217,124,40,98,1.661878159084863,0.09104560757623464,7.65542398089618,76637,-70390,-2741,66.67690660136816"
"WH440,San Francisco,3296,3925,2,5,14,31611,S429,Groceries,4216,4.15079855920052,1.6063667169165947,3.815167434066968,34858,2509,2403,159,45,40,1.279126213592233,0.09455505192495267,9.15079855920052,36523,-32307,629,60.6063667169166"
"WH269,Miami,1573,2459,5,6,6,44851,S863,Apparel,5249,0.5602358603914286,9.400063276128268,4.991261774355099,35387,17511,14135,249,22,69,3.336935791481246,0.044451352191482746,6.560235860391429,76497,-71248,886,37.400063276128265"
